listing_id,photo_idx,room_label,room_confidence,source_path
101293164,21,Bedroom,0.026464285,101293164/021.jpg
101293164,22,Bedroom,0.056047615,101293164/022.jpg
101293164,23,Dining room,0.06018151,101293164/023.jpg
101293164,24,Kitchen,0.048587196,101293164/024.jpg
101293164,25,Floor plan,0.07563917,101293164/025.jpg
101307731,0,Dining room,0.07272539,101307731/000.jpg
101307731,1,Living room,0.05697174,101307731/001.jpg
101307731,2,Dining room,0.062239647,101307731/002.jpg
101307731,3,Living room,0.077351995,101307731/003.jpg
101307731,4,Living room,0.066368096,101307731/004.jpg
101307731,5,Living room,0.06384682,101307731/005.jpg
101307731,6,Living room,0.08173017,101307731/006.jpg
101307731,7,Kitchen,0.08557361,101307731/007.jpg
101307731,8,Kitchen,0.0799378,101307731/008.jpg
101307731,9,Kitchen,0.071390815,101307731/009.jpg
101307731,10,Kitchen,0.05950675,101307731/010.jpg
101307731,11,Bedroom,0.07462829,101307731/011.jpg
101307731,12,Bedroom,0.07170378,101307731/012.jpg
101307731,13,Bedroom,0.08256029,101307731/013.jpg
101307731,14,Bedroom,0.07873093,101307731/014.jpg
101307731,15,Bedroom,0.06981433,101307731/015.jpg
101307731,16,Bedroom,0.06794515,101307731/016.jpg
101307731,17,Bedroom,0.06572808,101307731/017.jpg
101307731,18,Bedroom,0.067234345,101307731/018.jpg
101307731,19,Bedroom,0.058681834,101307731/019.jpg
101307731,20,Terrace,0.07002842,101307731/020.jpg
101307731,21,Storage,0.09322572,101307731/021.jpg
101307731,22,Bedroom,0.07981054,101307731/022.jpg
101307731,23,Bedroom,0.086426854,101307731/023.jpg
101307731,24,Bedroom,0.09472346,101307731/024.jpg
101307731,25,Bedroom,0.085159644,101307731/025.jpg
101307731,26,Bathroom,0.06773506,101307731/026.jpg
101307731,27,Bathroom,0.07186714,101307731/027.jpg
101307731,28,Bathroom,0.08190047,101307731/028.jpg
101307731,29,Bathroom,0.05273316,101307731/029.jpg
101307731,30,Bathroom,0.0674631,101307731/030.jpg
101307731,31,Bathroom,0.077260196,101307731/031.jpg
101402886,0,Living room,0.07659689,101402886/000.jpg
101402886,1,Living room,0.061443724,101402886/001.jpg
101402886,2,Living room,0.067736015,101402886/002.jpg
101402886,3,Living room,0.076055944,101402886/003.jpg
101402886,4,Bedroom,0.062934995,101402886/004.jpg
101402886,5,Bedroom,0.07189015,101402886/005.jpg
101402886,6,Living room,0.06016128,101402886/006.jpg
101402886,7,Living room,0.05200257,101402886/007.jpg
